"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"16.04.2024","2.397,84","2.403,34","2.411,90","2.392,30","","-0,14%"
"15.04.2024","2.401,32","2.443,56","2.453,65","2.397,97","","-1,30%"
"12.04.2024","2.432,83","2.454,36","2.456,62","2.425,59","","-1,42%"
"11.04.2024","2.467,76","2.448,27","2.472,71","2.433,01","","1,07%"
"10.04.2024","2.441,59","2.439,83","2.447,71","2.430,41","","-0,70%"
"09.04.2024","2.458,83","2.463,52","2.466,21","2.434,81","","0,09%"
"08.04.2024","2.456,62","2.462,77","2.466,45","2.453,01","","-0,11%"
"05.04.2024","2.459,30","2.437,37","2.468,94","2.435,62","","1,19%"
"04.04.2024","2.430,40","2.478,57","2.484,80","2.430,25","","-1,29%"
"03.04.2024","2.462,25","2.454,41","2.471,86","2.454,41","","0,06%"
"02.04.2024","2.460,82","2.453,83","2.462,50","2.448,01","","-0,66%"
"01.04.2024","2.477,14","2.480,75","2.487,75","2.467,61","","-0,07%"
"28.03.2024","2.478,85","2.476,39","2.483,99","2.473,99","","0,00%"
"27.03.2024","2.478,82","2.473,49","2.479,21","2.462,53","","0,66%"
"26.03.2024","2.462,46","2.476,95","2.479,59","2.462,40","","-0,36%"
"25.03.2024","2.471,47","2.469,30","2.476,60","2.466,17","","-0,32%"
"22.03.2024","2.479,42","2.477,87","2.485,67","2.474,53","","0,06%"
"21.03.2024","2.477,85","2.490,01","2.492,14","2.476,92","","0,05%"
"20.03.2024","2.476,60","2.455,99","2.476,60","2.448,91","","0,96%"
"19.03.2024","2.453,11","2.433,14","2.454,14","2.426,44","","0,56%"
"18.03.2024","2.439,52","2.443,25","2.454,83","2.437,60","","0,81%"
"15.03.2024","2.420,03","2.424,40","2.430,11","2.413,00","","-0,85%"
"14.03.2024","2.440,66","2.449,40","2.451,49","2.428,46","","-0,07%"
"13.03.2024","2.442,43","2.446,58","2.448,79","2.435,94","","-0,24%"
"12.03.2024","2.448,24","2.424,50","2.450,40","2.413,87","","1,43%"
"11.03.2024","2.413,74","2.411,38","2.418,39","2.402,85","","-0,16%"
"08.03.2024","2.417,53","2.441,60","2.456,21","2.414,45","","-0,83%"
"07.03.2024","2.437,71","2.423,82","2.442,06","2.418,60","","1,14%"
"06.03.2024","2.410,14","2.415,33","2.422,54","2.404,27","","0,44%"
"05.03.2024","2.399,64","2.414,52","2.415,88","2.388,48","","-1,11%"
"04.03.2024","2.426,58","2.428,62","2.437,13","2.425,39","","-0,28%"
"01.03.2024","2.433,39","2.414,41","2.435,70","2.414,17","","0,83%"
"29.02.2024","2.413,27","2.406,91","2.417,73","2.394,60","","0,59%"
"28.02.2024","2.399,02","2.399,05","2.402,96","2.393,15","","-0,23%"
"27.02.2024","2.404,51","2.403,28","2.405,87","2.392,82","","0,10%"
"26.02.2024","2.402,19","2.415,74","2.420,09","2.401,85","","-0,47%"
"23.02.2024","2.413,54","2.423,19","2.428,90","2.410,21","","-0,06%"
"22.02.2024","2.414,87","2.390,32","2.417,41","2.389,12","","2,49%"
"21.02.2024","2.356,09","2.347,83","2.356,65","2.338,18","","0,12%"
"20.02.2024","2.353,17","2.360,87","2.365,50","2.341,20","","-0,70%"
"16.02.2024","2.369,76","2.383,44","2.384,78","2.365,10","","-0,51%"
"15.02.2024","2.381,80","2.371,51","2.382,54","2.365,94","","0,35%"
"14.02.2024","2.373,58","2.363,18","2.374,66","2.351,39","","0,87%"
"13.02.2024","2.353,07","2.355,66","2.363,16","2.337,86","","-1,29%"
"12.02.2024","2.383,74","2.388,83","2.399,46","2.380,86","","-0,21%"
"09.02.2024","2.388,82","2.377,02","2.390,48","2.374,75","","0,68%"
"08.02.2024","2.372,80","2.373,23","2.375,96","2.368,06","","-0,04%"
"07.02.2024","2.373,83","2.360,79","2.374,54","2.360,46","","0,93%"
"06.02.2024","2.351,96","2.352,56","2.356,43","2.341,41","","0,15%"
"05.02.2024","2.348,36","2.354,24","2.354,95","2.335,95","","-0,16%"
"02.02.2024","2.352,24","2.326,31","2.360,07","2.321,55","","1,53%"
"01.02.2024","2.316,80","2.297,36","2.317,34","2.296,16","","1,24%"
"31.01.2024","2.288,47","2.312,87","2.320,65","2.288,24","","-1,81%"
"30.01.2024","2.330,68","2.335,31","2.336,05","2.326,37","","-0,15%"
"29.01.2024","2.334,24","2.318,69","2.335,35","2.314,70","","0,77%"
"26.01.2024","2.316,32","2.313,66","2.324,02","2.311,61","","-0,06%"
"25.01.2024","2.317,67","2.314,35","2.322,61","2.305,34","","0,38%"
"24.01.2024","2.308,80","2.312,65","2.325,83","2.307,41","","0,33%"
"23.01.2024","2.301,18","2.294,09","2.302,03","2.289,81","","0,43%"
"22.01.2024","2.291,29","2.297,23","2.301,62","2.288,90","","0,05%"
"19.01.2024","2.290,09","2.265,67","2.290,10","2.261,64","","1,43%"
"18.01.2024","2.257,89","2.247,74","2.260,06","2.239,05","","0,97%"
"17.01.2024","2.236,21","2.234,72","2.237,59","2.223,82","","-0,50%"
"16.01.2024","2.247,34","2.249,38","2.255,77","2.237,59","","-0,31%"
"12.01.2024","2.254,39","2.255,12","2.261,76","2.247,16","","0,11%"
"11.01.2024","2.251,96","2.259,31","2.264,12","2.232,51","","-0,06%"
"10.01.2024","2.253,28","2.239,58","2.256,78","2.239,58","","0,68%"
"09.01.2024","2.238,11","2.229,21","2.242,18","2.223,65","","-0,02%"
"08.01.2024","2.238,57","2.208,90","2.239,15","2.206,09","","1,54%"
"05.01.2024","2.204,56","2.202,15","2.216,35","2.196,91","","0,22%"
"04.01.2024","2.199,62","2.204,41","2.218,82","2.198,99","","-0,43%"
"03.01.2024","2.209,02","2.212,65","2.219,90","2.206,47","","-0,56%"
"02.01.2024","2.221,46","2.222,26","2.225,97","2.210,68","","-0,66%"
"29.12.2023","2.236,19","2.243,27","2.245,40","2.226,86","","-0,28%"
"28.12.2023","2.242,44","2.245,22","2.248,57","2.241,21","","0,03%"
"27.12.2023","2.241,70","2.237,90","2.243,96","2.236,33","","0,15%"
"26.12.2023","2.238,36","2.232,85","2.242,59","2.232,19","","0,35%"
"22.12.2023","2.230,48","2.231,23","2.240,58","2.222,19","","0,06%"
"21.12.2023","2.229,11","2.219,77","2.230,16","2.211,13","","0,95%"
"20.12.2023","2.208,07","2.237,97","2.244,76","2.207,84","","-1,37%"
"19.12.2023","2.238,83","2.227,08","2.238,94","2.226,96","","0,52%"
"18.12.2023","2.227,17","2.215,06","2.232,11","2.215,06","","0,61%"
"15.12.2023","2.213,60","2.205,25","2.216,96","2.202,82","","0,30%"
"14.12.2023","2.206,93","2.210,62","2.216,77","2.193,42","","0,02%"
"13.12.2023","2.206,54","2.183,27","2.207,83","2.180,64","","1,10%"
"12.12.2023","2.182,48","2.167,85","2.182,58","2.163,76","","0,52%"
"11.12.2023","2.171,10","2.161,17","2.171,83","2.158,84","","-0,01%"
"08.12.2023","2.171,29","2.154,98","2.173,26","2.153,65","","0,47%"
"07.12.2023","2.161,10","2.150,96","2.163,83","2.149,54","","0,99%"
"06.12.2023","2.139,86","2.160,42","2.161,79","2.138,51","","-0,52%"
"05.12.2023","2.150,94","2.139,20","2.156,68","2.137,61","","0,32%"
"04.12.2023","2.144,08","2.143,32","2.145,86","2.131,81","","-0,73%"
"01.12.2023","2.159,78","2.149,10","2.162,63","2.144,10","","0,24%"
"30.11.2023","2.154,64","2.152,18","2.155,69","2.139,24","","0,18%"
"29.11.2023","2.150,71","2.163,78","2.169,41","2.149,48","","-0,25%"
"28.11.2023","2.156,12","2.148,40","2.159,82","2.145,71","","0,27%"
"27.11.2023","2.150,40","2.153,11","2.156,49","2.148,57","","-0,17%"
"24.11.2023","2.154,14","2.154,58","2.156,86","2.150,71","","-0,06%"
"22.11.2023","2.155,36","2.154,88","2.163,87","2.148,51","","0,40%"
"21.11.2023","2.146,86","2.147,94","2.148,68","2.139,80","","-0,28%"
"20.11.2023","2.152,94","2.134,58","2.157,63","2.133,73","","0,83%"
"17.11.2023","2.135,29","2.133,77","2.138,82","2.127,39","","0,00%"
"16.11.2023","2.135,26","2.126,43","2.135,77","2.123,07","","0,25%"
"15.11.2023","2.129,89","2.132,03","2.135,99","2.123,78","","0,19%"
"14.11.2023","2.125,81","2.114,62","2.132,38","2.114,62","","1,64%"
"13.11.2023","2.091,53","2.089,08","2.096,83","2.081,29","","-0,10%"
"10.11.2023","2.093,64","2.067,19","2.094,71","2.062,85","","1,66%"
"09.11.2023","2.059,50","2.080,23","2.081,59","2.057,03","","-0,86%"
"08.11.2023","2.077,44","2.076,93","2.080,93","2.065,44","","0,17%"
"07.11.2023","2.073,86","2.065,19","2.077,75","2.060,37","","0,51%"
"06.11.2023","2.063,40","2.058,39","2.064,67","2.053,46","","0,41%"
"03.11.2023","2.054,88","2.044,48","2.061,00","2.044,48","","0,78%"
"02.11.2023","2.039,06","2.019,94","2.040,02","2.019,94","","1,77%"
"01.11.2023","2.003,61","1.981,86","2.007,35","1.981,29","","1,33%"
"31.10.2023","1.977,32","1.968,61","1.978,33","1.957,29","","0,48%"
"30.10.2023","1.967,81","1.951,03","1.972,82","1.951,03","","1,48%"
"27.10.2023","1.939,19","1.953,70","1.957,86","1.932,10","","-0,23%"
"26.10.2023","1.943,62","1.968,24","1.971,32","1.938,12","","-1,66%"
"25.10.2023","1.976,43","1.999,35","1.999,35","1.973,39","","-1,52%"
"24.10.2023","2.006,93","2.001,14","2.010,92","1.992,16","","0,80%"
"23.10.2023","1.991,06","1.983,68","2.008,70","1.973,54","","0,01%"
"20.10.2023","1.990,77","2.013,75","2.016,55","1.990,20","","-1,25%"
"19.10.2023","2.016,04","2.033,84","2.043,90","2.012,13","","-0,62%"
"18.10.2023","2.028,67","2.046,55","2.052,94","2.022,40","","-1,28%"
"17.10.2023","2.054,89","2.043,17","2.063,75","2.034,50","","-0,20%"
"16.10.2023","2.059,09","2.044,33","2.063,69","2.044,33","","1,02%"
"13.10.2023","2.038,40","2.057,35","2.064,96","2.031,28","","-0,67%"
"12.10.2023","2.052,14","2.061,66","2.068,51","2.040,06","","-0,40%"
"11.10.2023","2.060,34","2.054,13","2.061,17","2.045,63","","0,52%"
"10.10.2023","2.049,65","2.042,47","2.063,11","2.042,29","","0,43%"
"09.10.2023","2.040,97","2.018,66","2.043,95","2.015,83","","0,56%"
"06.10.2023","2.029,60","1.992,10","2.035,68","1.985,76","","1,24%"
"05.10.2023","2.004,83","2.004,66","2.009,09","1.988,15","","-0,08%"
"04.10.2023","2.006,44","1.990,92","2.009,04","1.987,66","","0,86%"
"03.10.2023","1.989,24","2.010,49","2.014,98","1.982,99","","-1,47%"
"02.10.2023","2.018,85","2.009,01","2.022,76","2.003,74","","0,45%"
"29.09.2023","2.009,73","2.027,76","2.030,61","2.002,70","","-0,15%"
"28.09.2023","2.012,83","1.998,88","2.021,21","1.994,63","","0,51%"
"27.09.2023","2.002,52","2.006,96","2.011,80","1.984,16","","-0,06%"
"26.09.2023","2.003,67","2.022,07","2.022,07","1.999,31","","-1,49%"
"25.09.2023","2.034,07","2.020,94","2.034,57","2.015,55","","0,45%"
"22.09.2023","2.024,87","2.037,35","2.044,56","2.022,97","","-0,28%"
"21.09.2023","2.030,48","2.047,45","2.050,40","2.030,05","","-1,58%"
"20.09.2023","2.063,08","2.091,20","2.093,99","2.062,72","","-1,20%"
"19.09.2023","2.088,07","2.087,18","2.091,22","2.073,84","","-0,20%"
"18.09.2023","2.092,20","2.086,79","2.098,09","2.085,59","","0,09%"
"15.09.2023","2.090,26","2.114,32","2.114,32","2.088,16","","-1,29%"
"14.09.2023","2.117,62","2.109,86","2.121,58","2.104,73","","0,79%"
"13.09.2023","2.101,03","2.094,64","2.107,45","2.091,20","","0,32%"
"12.09.2023","2.094,33","2.101,37","2.107,36","2.091,47","","-0,71%"
"11.09.2023","2.109,20","2.103,47","2.110,64","2.096,66","","0,90%"
"08.09.2023","2.090,38","2.084,90","2.097,86","2.084,71","","0,24%"
"07.09.2023","2.085,30","2.073,42","2.088,67","2.071,44","","-0,33%"
"06.09.2023","2.092,19","2.108,75","2.108,75","2.081,08","","-0,95%"
"05.09.2023","2.112,23","2.111,68","2.118,80","2.108,81","","-0,12%"
"01.09.2023","2.114,73","2.125,00","2.128,84","2.107,41","","0,04%"
"31.08.2023","2.113,84","2.115,42","2.125,51","2.112,27","","-0,02%"
"30.08.2023","2.114,29","2.107,40","2.117,92","2.102,75","","0,39%"
"29.08.2023","2.106,03","2.072,34","2.107,49","2.071,91","","1,62%"
"28.08.2023","2.072,48","2.070,79","2.076,37","2.061,31","","0,58%"
"25.08.2023","2.060,44","2.052,37","2.066,77","2.034,97","","0,69%"
"24.08.2023","2.046,35","2.090,56","2.090,56","2.045,90","","-1,50%"
"23.08.2023","2.077,56","2.057,64","2.081,59","2.057,64","","1,22%"
"22.08.2023","2.052,50","2.067,80","2.069,32","2.049,65","","-0,28%"
"21.08.2023","2.058,36","2.045,22","2.061,74","2.037,65","","0,93%"
"18.08.2023","2.039,32","2.027,13","2.045,65","2.022,31","","-0,09%"
"17.08.2023","2.041,06","2.061,70","2.064,49","2.037,59","","-0,72%"
"16.08.2023","2.055,80","2.070,07","2.079,08","2.055,35","","-0,82%"
"15.08.2023","2.072,86","2.092,60","2.092,60","2.069,70","","-1,11%"
"14.08.2023","2.096,14","2.076,88","2.096,44","2.074,12","","0,80%"
"11.08.2023","2.079,45","2.072,89","2.085,41","2.069,43","","-0,16%"
"10.08.2023","2.082,74","2.091,02","2.110,94","2.077,33","","0,09%"
"09.08.2023","2.080,83","2.102,48","2.102,94","2.077,64","","-0,97%"
"08.08.2023","2.101,18","2.099,43","2.103,15","2.085,16","","-0,34%"
"07.08.2023","2.108,31","2.095,51","2.109,12","2.093,08","","0,91%"
"04.08.2023","2.089,39","2.107,27","2.120,68","2.087,77","","-0,45%"
"03.08.2023","2.098,75","2.093,18","2.108,18","2.090,77","","-0,19%"
"02.08.2023","2.102,65","2.122,66","2.122,66","2.098,70","","-1,55%"
"01.08.2023","2.135,84","2.137,70","2.139,62","2.131,32","","-0,29%"
"31.07.2023","2.142,10","2.140,52","2.144,72","2.134,22","","0,10%"
"28.07.2023","2.139,93","2.127,77","2.144,90","2.127,03","","1,24%"
"27.07.2023","2.113,74","2.142,90","2.150,18","2.109,17","","-0,51%"
"26.07.2023","2.124,57","2.121,19","2.132,64","2.115,14","","-0,02%"
"25.07.2023","2.124,89","2.121,66","2.131,86","2.119,75","","0,24%"
"24.07.2023","2.119,78","2.112,80","2.124,51","2.111,20","","0,52%"
"21.07.2023","2.108,83","2.119,23","2.120,93","2.107,72","","-0,07%"
"20.07.2023","2.110,33","2.122,37","2.132,65","2.106,51","","-0,93%"
"19.07.2023","2.130,19","2.130,26","2.139,27","2.126,32","","0,23%"
"18.07.2023","2.125,39","2.107,44","2.130,71","2.103,25","","0,85%"
"17.07.2023","2.107,46","2.102,96","2.111,64","2.098,54","","0,38%"
"14.07.2023","2.099,47","2.102,69","2.113,97","2.096,21","","0,00%"
"13.07.2023","2.099,45","2.089,82","2.103,16","2.088,49","","1,02%"
"12.07.2023","2.078,17","2.074,08","2.086,24","2.072,12","","0,93%"
"11.07.2023","2.058,97","2.050,24","2.060,88","2.043,60","","0,56%"
"10.07.2023","2.047,49","2.047,42","2.052,39","2.036,35","","-0,14%"
"07.07.2023","2.050,42","2.057,07","2.071,56","2.049,80","","-0,47%"
"06.07.2023","2.060,04","2.065,16","2.065,16","2.047,84","","-0,79%"
"05.07.2023","2.076,50","2.071,46","2.081,86","2.069,84","","-0,05%"
"03.07.2023","2.077,48","2.076,29","2.077,95","2.072,93","","0,14%"
"30.06.2023","2.074,49","2.061,12","2.078,33","2.061,12","","1,32%"
"29.06.2023","2.047,41","2.039,98","2.048,86","2.037,68","","0,32%"
"28.06.2023","2.040,81","2.034,13","2.048,37","2.031,78","","0,04%"
"27.06.2023","2.039,93","2.021,99","2.042,71","2.019,77","","1,13%"
"26.06.2023","2.017,10","2.032,85","2.040,09","2.016,81","","-0,92%"
"23.06.2023","2.035,84","2.037,04","2.045,00","2.031,07","","-0,75%"
"22.06.2023","2.051,18","2.031,59","2.051,37","2.030,61","","0,66%"
"21.06.2023","2.037,81","2.049,65","2.049,65","2.034,76","","-0,78%"
"20.06.2023","2.053,87","2.053,43","2.059,85","2.041,99","","-0,30%"
"16.06.2023","2.060,01","2.078,47","2.081,07","2.058,87","","-0,47%"
"15.06.2023","2.069,78","2.039,88","2.076,47","2.038,56","","1,27%"
"14.06.2023","2.043,87","2.037,75","2.050,51","2.024,35","","0,23%"
"13.06.2023","2.039,11","2.035,52","2.043,72","2.028,59","","0,57%"
"12.06.2023","2.027,61","2.012,85","2.028,33","2.009,65","","1,05%"
"09.06.2023","2.006,51","2.008,63","2.019,59","2.003,11","","0,24%"
"08.06.2023","2.001,70","1.986,42","2.003,33","1.985,22","","0,85%"
"07.06.2023","1.984,86","2.000,92","2.009,43","1.983,01","","-0,79%"
"06.06.2023","2.000,64","1.997,06","2.002,72","1.990,97","","0,14%"
"05.06.2023","1.997,76","2.001,60","2.011,91","1.994,27","","-0,18%"
"02.06.2023","2.001,46","1.986,71","2.005,49","1.986,36","","1,20%"
"01.06.2023","1.977,76","1.957,98","1.982,95","1.952,90","","1,08%"
"31.05.2023","1.956,69","1.961,34","1.965,61","1.951,33","","-0,56%"
"30.05.2023","1.967,64","1.978,71","1.980,55","1.961,10","","0,13%"
"26.05.2023","1.965,07","1.936,33","1.968,71","1.936,33","","1,57%"
"25.05.2023","1.934,70","1.937,35","1.941,73","1.923,77","","1,29%"
"24.05.2023","1.910,10","1.914,24","1.917,74","1.903,16","","-0,52%"
"23.05.2023","1.920,14","1.932,52","1.938,46","1.918,99","","-1,01%"
"22.05.2023","1.939,72","1.938,56","1.947,81","1.935,44","","-0,01%"
"19.05.2023","1.939,83","1.944,43","1.949,42","1.934,81","","-0,14%"
"18.05.2023","1.942,52","1.922,97","1.944,36","1.921,70","","1,02%"
"17.05.2023","1.922,87","1.905,11","1.924,83","1.901,56","","1,21%"
"16.05.2023","1.899,81","1.901,97","1.908,93","1.899,32","","-0,27%"
"15.05.2023","1.905,02","1.902,27","1.907,25","1.893,64","","0,20%"
"12.05.2023","1.901,30","1.909,43","1.911,55","1.889,88","","-0,30%"
"11.05.2023","1.906,98","1.906,19","1.909,01","1.895,46","","0,02%"
"10.05.2023","1.906,62","1.906,30","1.912,13","1.887,64","","0,61%"
"09.05.2023","1.894,97","1.899,16","1.901,23","1.894,36","","-0,52%"
"08.05.2023","1.904,89","1.901,17","1.907,13","1.897,92","","0,13%"
"05.05.2023","1.902,38","1.877,61","1.907,17","1.877,61","","1,95%"
"04.05.2023","1.866,02","1.874,81","1.874,81","1.858,95","","-0,70%"
"03.05.2023","1.879,14","1.893,75","1.905,26","1.878,36","","-0,70%"
"02.05.2023","1.892,33","1.911,46","1.911,46","1.880,46","","-1,04%"
"01.05.2023","1.912,23","1.912,12","1.920,83","1.910,53","","-0,05%"
"28.04.2023","1.913,12","1.896,55","1.913,43","1.894,74","","0,71%"
"27.04.2023","1.899,56","1.871,24","1.901,55","1.871,24","","2,20%"
"26.04.2023","1.858,58","1.873,51","1.874,98","1.855,77","","-0,05%"
"25.04.2023","1.859,53","1.883,97","1.883,97","1.859,41","","-1,53%"
"24.04.2023","1.888,47","1.886,85","1.892,67","1.878,50","","0,01%"
"21.04.2023","1.888,30","1.884,87","1.890,40","1.878,98","","0,19%"
"20.04.2023","1.884,73","1.884,90","1.894,25","1.877,45","","-0,77%"
"19.04.2023","1.899,28","1.890,52","1.903,45","1.888,95","","-0,02%"
"18.04.2023","1.899,71","1.905,46","1.906,82","1.892,98","","0,08%"
"17.04.2023","1.898,13","1.893,93","1.898,35","1.886,09","","0,21%"
"14.04.2023","1.894,12","1.891,56","1.903,02","1.881,47","","-0,06%"
"13.04.2023","1.895,34","1.869,65","1.896,94","1.869,65","","1,65%"
"12.04.2023","1.864,61","1.879,55","1.885,93","1.862,12","","-0,48%"
"11.04.2023","1.873,58","1.878,12","1.880,91","1.871,76","","-0,28%"
"10.04.2023","1.878,86","1.870,52","1.879,01","1.861,34","","-0,17%"
"06.04.2023","1.882,04","1.866,21","1.883,48","1.861,21","","0,54%"
"05.04.2023","1.871,94","1.874,31","1.876,84","1.863,46","","-0,26%"
"04.04.2023","1.876,91","1.884,48","1.889,08","1.870,76","","-0,32%"
"03.04.2023","1.883,01","1.868,54","1.884,08","1.867,34","","0,46%"
"31.03.2023","1.874,42","1.848,65","1.875,18","1.848,65","","1,47%"
"30.03.2023","1.847,23","1.844,45","1.849,01","1.838,21","","0,59%"
"29.03.2023","1.836,32","1.825,57","1.837,61","1.824,75","","1,38%"
"28.03.2023","1.811,29","1.815,51","1.815,85","1.801,42","","-0,33%"
"27.03.2023","1.817,29","1.821,77","1.831,46","1.814,36","","-0,03%"
"24.03.2023","1.817,92","1.805,88","1.818,50","1.792,35","","0,45%"
"23.03.2023","1.809,85","1.812,41","1.834,37","1.795,85","","0,56%"
"22.03.2023","1.799,84","1.825,56","1.846,66","1.799,51","","-1,41%"
"21.03.2023","1.825,49","1.811,57","1.827,74","1.808,14","","1,38%"
"20.03.2023","1.800,57","1.787,35","1.802,43","1.783,36","","0,67%"
"17.03.2023","1.788,60","1.803,17","1.807,42","1.780,40","","-0,83%"
"16.03.2023","1.803,56","1.764,82","1.804,93","1.758,45","","1,91%"
"15.03.2023","1.769,80","1.753,98","1.771,14","1.744,02","","-0,18%"
"14.03.2023","1.772,91","1.758,22","1.777,45","1.750,80","","1,82%"
"13.03.2023","1.741,29","1.728,41","1.763,72","1.718,32","","0,13%"
"10.03.2023","1.739,04","1.756,51","1.768,87","1.732,38","","-1,11%"
"09.03.2023","1.758,64","1.794,55","1.804,28","1.754,12","","-1,79%"
"08.03.2023","1.790,66","1.790,18","1.794,71","1.780,60","","0,08%"
"07.03.2023","1.789,26","1.816,09","1.817,00","1.786,40","","-1,49%"
"06.03.2023","1.816,36","1.816,96","1.830,36","1.815,15","","0,30%"
"03.03.2023","1.810,97","1.788,16","1.811,89","1.786,94","","1,77%"
"02.03.2023","1.779,39","1.760,80","1.783,91","1.756,88","","0,74%"
"01.03.2023","1.766,25","1.775,27","1.777,09","1.761,33","","-0,64%"
"28.02.2023","1.777,54","1.780,34","1.789,30","1.775,31","","-0,31%"
"27.02.2023","1.783,10","1.787,22","1.798,54","1.779,23","","0,38%"
"24.02.2023","1.776,41","1.777,15","1.779,88","1.763,61","","-1,14%"
"23.02.2023","1.796,81","1.801,79","1.804,86","1.777,13","","0,58%"
"22.02.2023","1.786,46","1.790,69","1.798,26","1.779,97","","-0,12%"
"21.02.2023","1.788,64","1.811,52","1.811,99","1.788,05","","-2,05%"
"17.02.2023","1.826,06","1.824,43","1.827,13","1.810,14","","-0,30%"
"16.02.2023","1.831,51","1.844,01","1.855,32","1.831,11","","-1,52%"
"15.02.2023","1.859,74","1.848,61","1.859,97","1.840,40","","0,20%"
"14.02.2023","1.855,95","1.849,84","1.864,78","1.835,92","","0,06%"
"13.02.2023","1.854,92","1.835,76","1.855,67","1.833,84","","1,26%"
"10.02.2023","1.831,83","1.823,77","1.834,10","1.819,11","","0,05%"
"09.02.2023","1.830,92","1.861,85","1.867,02","1.825,21","","-0,90%"
"08.02.2023","1.847,61","1.866,33","1.868,15","1.845,02","","-1,25%"
"07.02.2023","1.870,98","1.842,81","1.876,95","1.835,91","","1,44%"
"06.02.2023","1.844,33","1.846,74","1.850,13","1.834,62","","-0,56%"
"03.02.2023","1.854,79","1.847,32","1.879,13","1.844,91","","-0,94%"
"02.02.2023","1.872,43","1.861,51","1.879,19","1.852,40","","1,95%"
"01.02.2023","1.836,58","1.814,62","1.850,43","1.798,69","","1,12%"
"31.01.2023","1.816,29","1.791,95","1.816,57","1.790,98","","1,43%"
"30.01.2023","1.790,76","1.805,83","1.812,41","1.789,65","","-1,46%"
"27.01.2023","1.817,24","1.806,13","1.828,78","1.804,76","","0,47%"
"26.01.2023","1.808,82","1.797,41","1.809,34","1.787,00","","1,24%"
"25.01.2023","1.786,71","1.770,33","1.788,89","1.755,68","","-0,09%"
"24.01.2023","1.788,33","1.778,54","1.791,71","1.775,74","","-0,06%"
"23.01.2023","1.789,45","1.770,21","1.798,60","1.766,07","","1,26%"
"20.01.2023","1.767,27","1.738,69","1.767,32","1.733,58","","1,99%"
"19.01.2023","1.732,87","1.736,82","1.743,79","1.726,33","","-0,68%"
"18.01.2023","1.744,77","1.779,00","1.782,30","1.743,61","","-1,60%"
"17.01.2023","1.773,23","1.776,63","1.784,29","1.768,55","","-0,19%"
"13.01.2023","1.776,57","1.757,08","1.778,53","1.751,55","","0,50%"
"12.01.2023","1.767,67","1.765,21","1.774,47","1.745,97","","0,36%"
"11.01.2023","1.761,40","1.743,65","1.761,60","1.740,91","","1,36%"
"10.01.2023","1.737,80","1.724,39","1.738,07","1.718,96","","0,67%"
"09.01.2023","1.726,18","1.736,27","1.754,80","1.724,80","","-0,09%"
"06.01.2023","1.727,65","1.696,23","1.732,89","1.687,61","","2,19%"
"05.01.2023","1.690,65","1.705,38","1.705,38","1.688,13","","-1,15%"
"04.01.2023","1.710,27","1.709,17","1.719,98","1.692,64","","0,49%"
"03.01.2023","1.701,93","1.715,04","1.726,95","1.687,80","","-0,42%"
"30.12.2022","1.709,17","1.701,05","1.709,36","1.690,38","","-0,12%"
"29.12.2022","1.711,28","1.692,06","1.715,40","1.692,06","","1,83%"
"28.12.2022","1.680,54","1.699,77","1.709,98","1.679,24","","-1,15%"
"27.12.2022","1.700,14","1.709,01","1.710,01","1.693,56","","-0,62%"
"23.12.2022","1.710,71","1.696,91","1.711,56","1.688,34","","0,56%"
"22.12.2022","1.701,21","1.716,17","1.716,18","1.675,71","","-1,59%"
"21.12.2022","1.728,74","1.710,84","1.735,03","1.710,84","","1,48%"
"20.12.2022","1.703,49","1.698,45","1.711,31","1.690,93","","0,06%"
"19.12.2022","1.702,40","1.720,03","1.720,18","1.694,57","","-0,96%"
"16.12.2022","1.718,92","1.736,92","1.736,92","1.709,10","","-1,10%"
"15.12.2022","1.738,12","1.767,65","1.767,65","1.729,69","","-2,63%"
"14.12.2022","1.785,13","1.792,99","1.811,60","1.770,29","","-0,58%"
"13.12.2022","1.795,63","1.821,58","1.834,86","1.783,80","","0,70%"
"12.12.2022","1.783,17","1.761,04","1.783,25","1.759,50","","1,41%"
"09.12.2022","1.758,31","1.764,95","1.778,63","1.757,63","","-0,61%"
"08.12.2022","1.769,18","1.760,91","1.773,20","1.753,66","","0,79%"
"07.12.2022","1.755,27","1.755,90","1.765,43","1.749,00","","-0,28%"
"06.12.2022","1.760,24","1.788,54","1.791,22","1.750,49","","-1,66%"
"05.12.2022","1.789,97","1.811,05","1.815,06","1.783,05","","-1,72%"
"02.12.2022","1.821,21","1.806,53","1.824,59","1.800,85","","-0,16%"
"01.12.2022","1.824,19","1.828,86","1.834,43","1.810,77","","-0,18%"
"30.11.2022","1.827,55","1.767,21","1.827,55","1.759,32","","3,41%"
"29.11.2022","1.767,33","1.773,56","1.777,53","1.757,84","","-0,37%"
"28.11.2022","1.773,85","1.790,58","1.795,32","1.769,86","","-1,46%"
"25.11.2022","1.800,18","1.799,64","1.804,51","1.798,28","","-0,15%"
"23.11.2022","1.802,87","1.789,32","1.805,99","1.788,54","","0,71%"
"22.11.2022","1.790,21","1.773,11","1.791,42","1.767,77","","1,34%"
"21.11.2022","1.766,62","1.773,51","1.777,52","1.761,24","","-0,59%"
"18.11.2022","1.777,09","1.780,32","1.784,95","1.764,77","","0,29%"
"17.11.2022","1.771,89","1.756,35","1.776,55","1.753,32","","-0,14%"
